words,2019/11/1,2019/10/1,2019/9/1,2019/8/1,2019/7/1,2019/6/1,2019/5/1,2019/4/1,2019/3/1,2019/2/1,2019/1/1,2018/12/1,2018/11/1,2018/10/1,2018/9/1,2018/8/1,2018/7/1,2018/6/1,2018/5/1,2018/4/1,2018/3/1,2018/2/1,2018/1/1,2017/12/1,2017/11/1,2017/10/1,2017/9/1,2017/8/1,2017/7/1,2017/6/1,2017/5/1,2017/4/1,2017/3/1,2017/2/1,2017/1/1,2016/12/1,2016/11/1,2016/10/1,2016/9/1,2016/8/1,2016/7/1,2016/6/1,2016/5/1,2016/4/1,2016/3/1,2016/2/1,2016/1/1,2015/12/1,2015/11/1,2015/10/1,2015/9/1,2015/8/1,2015/7/1,2015/6/1,2015/5/1,2015/4/1,2015/3/1,2015/2/1,2015/1/1,2014/12/1,2014/11/1,2014/10/1,2014/9/1,2014/8/1,2014/7/1,2014/6/1,2014/5/1,2014/4/1,2014/3/1,2014/2/1,2014/1/1,2013/12/1,2013/11/1,2013/10/1,2013/9/1,2013/8/1,2013/7/1,2013/6/1,2013/5/1,2013/4/1,2013/3/1,2013/2/1,2013/1/1,2012/12/1,2012/11/1,2012/10/1,2012/9/1,2012/8/1,2012/7/1,2012/6/1,2012/5/1,2012/4/1,2012/3/1,2012/2/1,2012/1/1,2011/12/1,2011/11/1,2011/10/1,2011/9/1,2011/8/1,2011/7/1,2011/6/1,2011/5/1,2011/4/1,2011/3/1,2011/2/1,2011/1/1,2010/12/1,2010/11/1,2010/10/1,2010/9/1,2010/8/1,2010/7/1,2010/6/1,2010/5/1,2010/4/1,2010/3/1,2010/2/1,2010/1/1,2009/12/1,2009/11/1,2009/10/1,2009/9/1,2009/8/1,2009/7/1,2009/6/1,2009/5/1,2009/4/1,2009/3/1,2009/2/1,2009/1/1,2008/12/1,2008/11/1,2008/10/1,2008/9/1,2008/8/1,2008/7/1,2008/6/1,2008/5/1,2008/4/1,2008/3/1,2008/2/1,2008/1/1,2007/12/1,2007/11/1,2007/10/1,2007/9/1,2007/8/1,2007/7/1,2007/6/1,2007/5/1,2007/4/1,2007/3/1,2007/2/1,2007/1/1
"('lew',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24149,0,0,0,0,0,0,0,3.77644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.86193,0,0,0,0,0,0,0,0,0,0,0,0,5.02008,4.91642,9.80392,0,5.35619,0,4.91159,0,0,0,0,0,0,15.12097,5.11247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('clintons',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24149,0,0,0,0,0,6.97593,10.51893,11.32931,3.99042,4.06669,4.30293,0,0,0,4.68384,0,0,0,0,0,0,0,0,0,4.93097,0,0,0,0,0,0,4.71476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.07714,0,0,0,0,0,0,0,0,0,0,0,0
"('pray',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93097,0,0,0,0,0,0,0,0,5.15996,0,0,0,0,0,0,0,0,0,0,0,0,5.34474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.18429,0,0,0,0,0,0,0,0,0,0,6.10501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('root',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24149,0,0,0,0,0,0,0,0,0,0,0,4.39947,0,0,0,0,0,0,0,4.78011,0,0,0,5.10725,0,0,0,0,5.08388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31712,0,0
"('liberty',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24149,0,0,0,3.43761,0,0,0,3.77644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.32111,0,0,6.73401,0
"('naked',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24149,0,0,0,0,0,0,0,0,0,0,4.30293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06061,0,0,0,0,0,0,6.99301,0,0,0,0,7.31529,0,0,6.33312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4317,0,0,0,0,7.07214,0,0,0,0,0,0
"('scorecard',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08388,0,0,0,0,5.15996,0,0,0,0,0,0,5.04541,0,0,0,0,0,0,0,0,0,0,0,20.28398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05716,0,0,0,0,0,0,0,0,0
"('heal',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24149,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.995,4.90196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.18429,0,0,0,0,0,0,0,0,0,0,6.10501,0,6.10501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('fomc',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24149,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98753,0,0,4.78698,4.97265,0,0,0,5.01756,0,0,0,0,0,0,0,0,5.20021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8072,0,0,0,0,6.10128,0,0,22.24694,0,0,6.10874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.77048,0,0,0,0,6.10501,0,0,0,0,0,0,6.33312,6.2422,0,0,7.30994,6.21504,0,0,0,6.90131,0,0,0,0,0,0,7.07714,0,0,0,0,0,0,0,0,0,0,0,0
"('seekers',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24149,0,0,0,3.43761,0,0,0,0,0,0,0,0,0,0,0,4.8852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07614,0,0,0,0,0,0,0,0,0,5.34474,0,0,0,0,0,0,0,0,0,0,5.78035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33312,0,0,0,0,6.21504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('lovin',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24149,3.13676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.90131,0,7.07214,0,0,0,0,0,0,8.09717,0,0,0,0,0,0,0,0,0,0
"('wan',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24149,0,0,0,0,3.35796,0,0,3.77644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03865,0,0,5.8072,0,0,0,0,6.10128,0,0,0,0,0,6.10874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('electronics',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13676,3.22789,0,3.43761,0,0,3.50631,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9554,0,0,0,0,0,0,5.02765,0,0,0,0,0,0,0,0,0,0,4.91642,4.90196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.29256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52316,0,0,0,0,0,0,0,6.0423,0,0,7.31529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('contrarian',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13676,0,0,3.43761,3.35796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01756,0,5.10725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.995,0,5.34474,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97015,6.10128,0,0,0,0,0,0,0,0,6.09756,0,0,0,0,0,0,0,0,0,0,0,11.93317,0,0,0,0,6.99301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('boomer',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.45475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94884,6.10501,0,0,0,0,0,0,0,0,0,0,6.44745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('fisher',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13676,0,0,6.87521,0,0,3.50631,3.77644,0,0,0,0,0,0,0,0,0,0,5.11247,4.78011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.17812,0,4.93827,0,0,0,0,0,0,0,0,0,0,0,6.10128,0,0,0,0,0,0,5.81395,0,0,0,0,0,0,0,0,0,0,6.61376,0,6.52316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2422,0,0,0,0,0,0,0,0,0,0,0,7.01754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('pin',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13676,0,3.25839,0,3.35796,0,0,0,0,0,0,0,0,0,4.68384,0,4.78698,0,0,0,0,0,0,0,4.93097,0,9.68523,0,0,0,0,0,0,0,0,5.17331,0,0,0,0,0,0,0,0,0,0,0,5.08906,0,0,5.04032,0,0,0,5.72738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43478,0,6.18429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.02741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('imax',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13676,0,0,0,0,0,0,0,0,0,0,4.39947,0,0,0,0,0,0,0,0,4.9554,0,5.10204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62114,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43478,0,0,0,0,0,0,0,0,0,0,7.19942,5.94884,0,0,6.10501,0,7.02741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('aaa',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13676,0,0,0,0,0,0,0,3.99042,4.06669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.14199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10501,0,0,0,0,0,0,0,0,6.33312,0,6.44745,0,0,0,0,0,0,0,0,0,0,0,0,0,7.07714,0,0,0,0,0,0,0,0,0,0,0,0
"('sparkle',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13676,0,0,0,0,0,0,0,3.99042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11995,0,0,0,0,6.14628,0,0,0,0,0,0,0,0,0,0,0,0,6.10128,0,0,0,0,0,0,0,0,0,0,0,0,12.08459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('mayer',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13676,0,0,0,0,0,0,0,0,4.06669,0,4.39947,0,0,0,0,4.78698,0,0,4.78011,0,0,0,0,4.93097,0,0,0,0,0,0,0,5.32765,0,0,0,0,0,0,0,0,0,0,4.91159,9.99001,0,0,0,0,0,5.04032,0,0,6.03865,5.72738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('yahoos',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13676,0,0,3.43761,0,0,0,0,0,0,4.30293,0,0,4.98753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03865,5.72738,0,0,5.78035,0,5.62114,0,0,0,6.14628,0,0,0,0,0,0,0,0,0,0,5.62746,0,0,0,0,0,0,6.52316,0,6.77048,0,0,0,0,0,0,0,0,0,7.11744,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75516,0,0,0,0,0,0,0,0,0,0,0,6.32111,6.59196,0,0,0
"('fischer',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22789,3.25839,0,0,3.48797,3.50631,0,0,0,0,0,0,0,4.68384,0,0,0,0,0,0,0,0,5.10725,0,0,0,0,0,0,0,0,0,0,0,5.17331,0,0,0,4.90196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('sooner',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04541,0,0,0,0,0,0,0,0,0,5.04032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62746,0,0,0,0,0,0,0,0,6.77048,0,0,0,0,0,0,0,0,0,0,6.59196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('oracle',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22789,0,0,0,3.48797,0,3.77644,3.99042,0,0,0,0,4.98753,0,0,0,0,0,0,0,0,0,0,0,4.87567,0,0,0,0,0,0,0,0,0,0,0,5.02008,0,0,0,0,0,0,0,0,10.68947,0,0,0,0,0,0,0,0,6.00962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,6.01323,0,6.61376,0,0,0,0,0,5.94884,0,0,0,0,0,5.93824,0,0,13.18392,0,0,0,0,0,0,0,0,0,0,0,7.07214,0,0,0,0,0,8.4317,0,14.11433,0,0,0,0,0,0,0,0,0
"('renaissance',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10204,0,0,4.87567,0,5.02765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68604,4.91159,0,4.90196,0,0,0,0,0,0,0,0,0,0,0,5.78035,0,0,5.97015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.18429,0,0,0,6.61376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16332,0,0,0,0,0,0,0,0,0,0,0,0,0
"('iron',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45578,0,3.43761,0,0,3.50631,0,0,4.06669,0,0,0,0,0,0,4.78698,9.9453,5.11247,0,4.9554,0,0,0,0,0,0,0,0,4.86381,5.20021,0,0,0,0,10.34661,0,5.02008,0,4.90196,0,0,0,0,0,0,0,5.08906,0,0,0,15.33742,0,0,0,12.01923,0,0,0,0,0,6.10128,0,0,0,0,0,0,0,0,0,0,0,5.43478,0,6.18429,0,0,0,0,0,0,0,6.77048,0,5.94884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87758,0,0,0,0,0,0,0,7.58725,0,0,0,0,0,0,0,0
"('yhoo',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22789,3.25839,0,0,0,0,0,0,0,0,4.39947,0,0,0,9.7704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17331,0,0,0,0,0,0,0,4.91159,0,0,0,0,0,0,0,5.11247,0,0,5.72738,6.00962,0,11.56069,6.11995,0,5.97015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('structure',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22789,0,0,0,0,3.50631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34474,0,0,0,0,0,0,0,5.72738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.61376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.16431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('n',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22789,3.25839,0,0,0,0,0,0,0,0,4.39947,4.914,0,0,14.65559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93827,0,0,5.07099,0,0,0,0,0,0,0,0,0,5.48847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16332,7.07714,0,0,0,0,0,0,0,0,0,0,0,0
"('dept',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22789,3.25839,0,0,0,7.01262,0,3.99042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86381,0,0,0,5.15996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.14199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.44745,0,0,0,0,7.08215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09013
"('radar',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22789,3.25839,0,0,3.48797,0,0,3.99042,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10204,0,0,0,0,0,0,0,0,0,5.32765,5.15996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93827,0,0,5.07099,0,0,0,0,0,0,0,5.97015,0,5.48847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0423,0,0,0,0,0,0,18.72659,45.13217,12.73885,36.54971,31.0752,43.13001,49.57507,25.9909,34.50656,28.67384,21.21641,48.14305,49.12281,34.10641,42.97994,21.23142,0,0,0,0,0,7.07214,19.97337,0,0,0,0,0
"('countdown',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52316,0,0,0,0,0,0,0,0,0,0,0,7.11744,0,0,6.2422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4317,0,0,0,6.84463,0,6.65779,0,0,0,13.46801,0
"('halftime',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51678,0,0,0,0,0,0,0,0,0,0,0,0,4.8852,0,4.97265,0,0,0,5.01756,0,0,0,0,4.84262,5.02765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48847,0,0,0,0,0,0,0,6.09756,25.22068,18.75,0,5.62746,12.36858,0,18.03969,12.77955,6.61376,18.18182,19.56947,23.86635,13.54096,7.19942,11.89768,6.10501,6.99301,6.10501,6.0423,0,11.87648,0,14.23488,0,0,6.2422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('sarkozy',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25839,0,0,3.48797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86381,0,0,0,0,0,0,0,5.02008,4.91642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62114,11.9403,12.20256,0,6.14628,0,0,0,0,5.81395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.07714,0,0,0,0,0,0,0,0,0,0,0,0
"('persist',)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16796,0,0,0,0,0,0,5.35619,0,0,0,0,0,0,0,0,0,5.11247,0,0,0,0,0,0,0,0,5.97015,0,0,0,0,5.44662,0,0,0,0,0,0,0,0,5.62746,0,0,0,0,0,0,0,0,0,0,0,6.10501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.84463,0,0,0,0,0,0,0
